,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
42,P1,04/09/2022,20:30,Portimonense,Famalicao,1,0,H,0,0,D,9,13,1,1,20,10,7,5,5,2,0,0
43,P1,05/09/2022,19:00,Boavista,Pacos Ferreira,1,0,H,0,0,D,12,7,3,1,16,18,5,1,4,3,0,0
44,P1,05/09/2022,21:15,Chaves,Rio Ave,1,1,D,1,0,H,21,13,6,3,14,13,8,11,5,3,0,0
45,P1,09/09/2022,20:15,Guimaraes,Santa Clara,1,0,H,0,0,D,9,9,3,4,11,17,6,5,4,5,0,0
46,P1,10/09/2022,15:30,Famalicao,Benfica,0,1,A,0,0,D,4,13,2,7,19,12,1,5,2,0,1,0
47,P1,10/09/2022,18:00,Sp Lisbon,Portimonense,4,0,H,2,0,H,17,4,7,1,7,14,8,3,3,3,0,0
48,P1,10/09/2022,20:30,Porto,Chaves,3,0,H,1,0,H,19,8,7,1,13,11,9,3,1,3,0,0
49,P1,11/09/2022,15:30,Pacos Ferreira,Casa Pia,2,3,A,1,0,H,19,12,8,5,8,17,7,2,2,4,0,0
50,P1,11/09/2022,18:00,Arouca,Boavista,1,2,A,1,1,D,6,10,1,4,11,15,2,5,2,2,2,0
51,P1,11/09/2022,18:00,Maritimo,Gil Vicente,1,2,A,1,0,H,18,22,4,5,13,13,10,8,2,0,0,0
52,P1,11/09/2022,20:30,Rio Ave,Sp Braga,2,3,A,0,2,A,17,24,5,11,12,10,7,8,1,1,0,0
53,P1,12/09/2022,20:15,Vizela,Estoril,0,1,A,0,1,A,22,10,7,2,11,12,16,2,4,4,1,0
54,P1,16/09/2022,20:15,Portimonense,Chaves,1,0,H,1,0,H,15,17,6,4,20,15,9,7,4,2,0,1
55,P1,17/09/2022,15:30,Gil Vicente,Rio Ave,2,2,D,0,1,A,18,8,7,5,14,16,7,4,4,6,1,1
56,P1,17/09/2022,15:30,Santa Clara,Pacos Ferreira,1,1,D,1,0,H,8,7,2,4,18,16,5,8,4,3,0,0
57,P1,17/09/2022,18:00,Estoril,Porto,1,1,D,1,0,H,9,19,4,4,12,19,4,11,8,3,1,0
58,P1,17/09/2022,20:30,Boavista,Sp Lisbon,2,1,H,1,0,H,7,11,3,3,11,5,4,9,3,1,0,0
59,P1,18/09/2022,15:30,Arouca,Guimaraes,2,2,D,1,0,H,10,12,6,5,12,12,3,6,6,3,0,0
60,P1,18/09/2022,18:00,Benfica,Maritimo,5,0,H,1,0,H,23,4,12,1,16,5,7,2,1,3,0,0
61,P1,18/09/2022,18:00,Casa Pia,Famalicao,1,0,H,0,0,D,17,10,6,1,18,13,8,4,1,1,0,0
62,P1,18/09/2022,20:30,Sp Braga,Vizela,2,0,H,0,0,D,22,17,10,6,14,14,8,4,6,4,0,0
63,P1,30/09/2022,19:00,Sp Lisbon,Gil Vicente,3,1,H,2,0,H,16,11,7,4,9,6,3,2,4,1,0,0
64,P1,30/09/2022,21:15,Porto,Sp Braga,4,1,H,2,0,H,16,9,7,0,14,17,6,5,2,4,0,1
65,P1,01/10/2022,15:30,Vizela,Portimonense,1,0,H,1,0,H,15,18,6,7,10,12,5,9,3,3,0,0
66,P1,01/10/2022,18:00,Chaves,Estoril,1,1,D,1,0,H,12,14,3,3,12,15,4,8,3,3,0,0
67,P1,01/10/2022,20:30,Guimaraes,Benfica,0,0,D,0,0,D,6,6,1,1,17,22,5,6,4,1,0,0
68,P1,02/10/2022,15:30,Rio Ave,Santa Clara,1,0,H,1,0,H,6,6,3,1,11,11,1,8,2,3,0,1
69,P1,02/10/2022,18:00,Pacos Ferreira,Arouca,1,1,D,0,0,D,6,12,3,4,16,15,3,5,3,2,0,0
70,P1,02/10/2022,20:30,Famalicao,Boavista,4,0,H,2,0,H,8,10,4,1,17,17,1,5,1,3,0,0
71,P1,03/10/2022,20:15,Maritimo,Casa Pia,1,2,A,1,1,D,19,10,3,2,14,19,10,3,2,4,1,1
72,P1,07/10/2022,20:15,Gil Vicente,Estoril,0,1,A,0,0,D,12,11,3,3,22,12,7,3,4,4,0,0
73,P1,08/10/2022,15:30,Santa Clara,Sp Lisbon,1,2,A,0,1,A,9,11,6,3,11,15,3,5,4,3,0,0
74,P1,08/10/2022,18:00,Benfica,Rio Ave,4,2,H,3,1,H,32,8,10,3,3,10,8,3,1,2,0,0
75,P1,08/10/2022,18:00,Portimonense,Porto,0,2,A,0,1,A,12,18,3,7,12,7,1,5,4,2,0,0
76,P1,08/10/2022,20:30,Pacos Ferreira,Guimaraes,0,1,A,0,1,A,23,11,7,2,22,17,14,3,7,7,2,1
77,P1,09/10/2022,15:30,Boavista,Maritimo,1,1,D,1,0,H,20,14,5,3,20,17,8,8,2,5,0,0
78,P1,09/10/2022,18:00,Casa Pia,Vizela,0,1,A,0,0,D,12,8,5,5,12,15,8,1,3,1,0,0
79,P1,09/10/2022,20:30,Sp Braga,Chaves,0,1,A,0,1,A,30,6,5,1,13,12,13,1,6,5,0,0
80,P1,10/10/2022,20:15,Arouca,Famalicao,4,1,H,1,1,D,14,11,7,5,17,15,3,5,0,4,0,0
81,P1,21/10/2022,20:15,Porto,Benfica,0,1,A,0,0,D,11,13,4,4,14,19,4,4,5,7,1,0
82,P1,22/10/2022,15:30,Famalicao,Pacos Ferreira,2,1,H,1,1,D,10,12,2,1,10,14,3,8,2,3,0,0
83,P1,22/10/2022,18:00,Estoril,Sp Braga,0,2,A,0,2,A,4,14,2,7,16,12,5,7,3,1,0,0
84,P1,22/10/2022,20:30,Sp Lisbon,Casa Pia,3,1,H,0,1,A,25,10,10,3,16,15,7,3,2,5,0,0
85,P1,23/10/2022,15:30,Maritimo,Arouca,1,1,D,1,1,D,16,16,4,5,13,13,5,5,1,3,0,0
86,P1,23/10/2022,15:30,Vizela,Santa Clara,0,1,A,0,0,D,18,12,3,2,14,23,5,2,3,5,1,0
87,P1,23/10/2022,18:00,Chaves,Gil Vicente,3,1,H,0,1,A,18,10,9,3,7,12,5,1,1,2,0,1
88,P1,23/10/2022,20:30,Guimaraes,Boavista,3,2,H,1,1,D,18,4,9,2,18,19,9,1,3,6,0,1
89,P1,24/10/2022,20:15,Rio Ave,Portimonense,1,0,H,1,0,H,11,12,4,3,13,15,3,2,3,1,0,1
90,P1,28/10/2022,20:15,Pacos Ferreira,Maritimo,0,1,A,0,1,A,10,16,4,7,26,12,6,10,2,4,0,0
91,P1,29/10/2022,15:30,Santa Clara,Porto,1,1,D,0,1,A,9,15,5,4,13,13,5,6,4,1,0,0
92,P1,29/10/2022,18:00,Benfica,Chaves,5,0,H,3,0,H,18,7,9,2,16,12,13,2,2,2,0,0
93,P1,29/10/2022,20:30,Arouca,Sp Lisbon,1,0,H,0,0,D,10,21,5,7,12,6,4,11,5,3,0,0
94,P1,30/10/2022,15:30,Boavista,Vizela,2,2,D,1,2,A,12,7,4,5,8,20,6,1,3,7,0,1
95,P1,30/10/2022,15:30,Portimonense,Estoril,1,1,D,0,1,A,23,10,7,5,22,15,11,7,5,7,0,1
96,P1,30/10/2022,18:00,Casa Pia,Rio Ave,1,0,H,0,0,D,11,9,2,0,18,21,3,4,2,3,0,0
97,P1,30/10/2022,20:30,Gil Vicente,Sp Braga,0,1,A,0,0,D,8,14,3,6,17,16,5,8,4,3,0,0
98,P1,31/10/2022,20:15,Guimaraes,Famalicao,3,2,H,1,0,H,13,9,6,4,19,20,1,7,4,5,0,0
99,P1,04/11/2022,20:15,Gil Vicente,Portimonense,1,2,A,1,1,D,19,17,6,7,12,12,4,3,2,1,0,0
100,P1,05/11/2022,15:30,Vizela,Arouca,0,1,A,0,1,A,25,7,6,2,5,14,11,2,1,4,0,0
101,P1,05/11/2022,18:00,Porto,Pacos Ferreira,4,0,H,3,0,H,18,9,7,3,16,8,4,6,2,3,0,0
102,P1,05/11/2022,20:30,Sp Lisbon,Guimaraes,3,0,H,2,0,H,17,3,6,0,17,10,11,3,1,5,0,1
103,P1,06/11/2022,15:30,Rio Ave,Boavista,1,0,H,0,0,D,7,7,1,1,11,13,4,4,3,2,0,0
104,P1,06/11/2022,18:00,Maritimo,Famalicao,0,0,D,0,0,D,17,13,3,3,19,14,7,6,2,2,0,0
105,P1,06/11/2022,18:00,Sp Braga,Casa Pia,0,1,A,0,1,A,28,12,8,3,14,14,7,1,2,3,0,0
106,P1,06/11/2022,20:30,Estoril,Benfica,1,5,A,0,3,A,8,18,3,7,13,9,2,11,0,0,0,0
107,P1,07/11/2022,20:15,Chaves,Santa Clara,0,0,D,0,0,D,13,18,4,2,12,12,4,6,4,4,0,0
108,P1,12/11/2022,18:00,Arouca,Rio Ave,0,1,A,0,0,D,11,9,0,5,12,15,10,4,5,4,0,0
109,P1,12/11/2022,20:30,Boavista,Porto,1,4,A,0,1,A,6,24,0,9,16,15,5,4,5,1,1,0
110,P1,13/11/2022,15:30,Guimaraes,Maritimo,1,0,H,0,0,D,12,6,4,3,12,16,1,6,1,2,0,0
111,P1,13/11/2022,15:30,Pacos Ferreira,Vizela,0,2,A,0,0,D,14,21,5,9,12,17,9,7,1,4,0,0
112,P1,13/11/2022,18:00,Benfica,Gil Vicente,3,1,H,2,1,H,17,4,6,2,13,12,6,0,1,1,0,0
113,P1,13/11/2022,18:00,Casa Pia,Chaves,1,2,A,1,0,H,14,13,4,4,15,12,2,0,4,1,0,0
114,P1,13/11/2022,18:00,Portimonense,Sp Braga,1,2,A,1,0,H,14,22,5,10,9,8,2,8,2,5,0,2
115,P1,13/11/2022,20:30,Famalicao,Sp Lisbon,1,2,A,0,2,A,11,21,2,8,14,17,3,5,4,7,0,0
116,P1,14/11/2022,20:15,Santa Clara,Estoril,3,1,H,2,1,H,15,16,9,1,19,15,6,7,3,1,0,0
117,P1,23/12/2022,20:15,Rio Ave,Maritimo,1,1,D,1,1,D,19,8,5,1,18,19,5,5,1,1,0,0
118,P1,28/12/2022,19:00,Portimonense,Casa Pia,1,2,A,1,1,D,6,20,2,7,22,10,1,11,4,3,0,0
119,P1,28/12/2022,21:15,Porto,Arouca,5,1,H,3,0,H,16,8,11,2,13,14,5,3,1,3,0,0
120,P1,29/12/2022,17:00,Gil Vicente,Santa Clara,1,0,H,1,0,H,14,10,5,1,17,14,4,9,3,2,0,0
121,P1,29/12/2022,21:15,Sp Lisbon,Pacos Ferreira,3,0,H,3,0,H,15,6,5,1,18,14,4,3,1,4,1,0
122,P1,30/12/2022,17:00,Chaves,Famalicao,0,2,A,0,1,A,19,15,3,6,18,19,5,3,4,5,0,0
123,P1,30/12/2022,19:00,Vizela,Guimaraes,3,0,H,1,0,H,9,16,4,3,18,12,1,5,5,3,0,0
124,P1,30/12/2022,21:15,Sp Braga,Benfica,3,0,H,2,0,H,15,10,6,3,11,13,4,8,1,3,0,0
125,P1,05/01/2023,20:15,Santa Clara,Sp Braga,0,4,A,0,2,A,3,26,0,13,15,14,1,6,1,1,0,0
126,P1,06/01/2023,19:00,Benfica,Portimonense,1,0,H,1,0,H,27,1,12,0,11,15,12,2,0,2,0,0
127,P1,06/01/2023,21:15,Famalicao,Vizela,2,1,H,1,0,H,9,7,3,4,14,11,6,4,3,6,0,0
128,P1,07/01/2023,15:30,Arouca,Estoril,2,0,H,1,0,H,17,14,7,3,19,18,2,5,2,1,0,0
129,P1,07/01/2023,18:00,Guimaraes,Rio Ave,0,0,D,0,0,D,9,9,2,0,21,21,5,2,3,2,0,0
130,P1,07/01/2023,20:30,Casa Pia,Porto,0,0,D,0,0,D,2,25,0,9,10,11,5,6,3,0,1,0
131,P1,08/01/2023,15:30,Pacos Ferreira,Chaves,1,1,D,0,0,D,18,12,4,2,19,20,9,6,6,5,0,0
132,P1,08/01/2023,18:00,Maritimo,Sp Lisbon,1,0,H,0,0,D,9,10,2,1,24,12,3,8,4,4,0,0
133,P1,08/01/2023,20:30,Boavista,Gil Vicente,1,0,H,1,0,H,13,18,5,4,18,10,6,9,4,2,1,0
134,P1,13/01/2023,20:15,Portimonense,Santa Clara,0,0,D,0,0,D,24,10,4,2,17,13,6,1,2,5,0,1
135,P1,14/01/2023,15:30,Vizela,Maritimo,3,0,H,2,0,H,18,8,9,1,15,10,7,4,1,4,0,1
136,P1,14/01/2023,18:00,Rio Ave,Pacos Ferreira,0,1,A,0,1,A,16,5,6,2,22,16,6,2,5,6,0,0
137,P1,14/01/2023,20:30,Sp Braga,Boavista,1,0,H,0,0,D,9,10,4,0,11,14,1,7,2,3,0,0
138,P1,15/01/2023,15:30,Chaves,Arouca,1,1,D,1,0,H,15,18,5,6,6,14,5,10,0,1,0,1
139,P1,15/01/2023,18:00,Benfica,Sp Lisbon,2,2,D,1,1,D,14,8,8,3,14,16,5,2,2,5,0,0
140,P1,15/01/2023,20:30,Porto,Famalicao,4,1,H,3,0,H,17,10,9,2,22,15,2,5,3,1,0,0
141,P1,16/01/2023,19:00,Estoril,Casa Pia,2,0,H,1,0,H,11,6,3,0,13,21,4,4,2,5,0,1
142,P1,16/01/2023,21:15,Gil Vicente,Guimaraes,2,1,H,1,1,D,9,11,6,2,14,12,3,0,2,4,0,1
143,P1,20/01/2023,19:00,Arouca,Portimonense,4,0,H,2,0,H,17,3,12,0,9,11,3,7,0,5,0,1
144,P1,20/01/2023,21:15,Sp Lisbon,Vizela,2,1,H,0,0,D,21,8,8,3,10,8,8,1,2,1,0,0
145,P1,21/01/2023,15:30,Pacos Ferreira,Sp Braga,1,2,A,0,0,D,11,15,5,10,6,13,4,10,2,4,1,0
146,P1,21/01/2023,18:00,Santa Clara,Benfica,0,3,A,0,2,A,8,12,1,5,14,13,8,9,1,2,0,0
147,P1,21/01/2023,20:30,Guimaraes,Porto,0,1,A,0,1,A,9,14,0,2,20,17,3,6,6,4,0,0
148,P1,22/01/2023,15:30,Maritimo,Estoril,1,0,H,1,0,H,11,11,2,2,21,14,4,5,8,2,1,0
149,P1,22/01/2023,18:00,Casa Pia,Gil Vicente,1,3,A,0,0,D,14,12,5,7,17,18,6,4,2,1,0,0
150,P1,22/01/2023,20:30,Famalicao,Rio Ave,0,0,D,0,0,D,19,14,5,2,13,16,4,3,0,3,0,0
151,P1,23/01/2023,20:15,Boavista,Chaves,1,1,D,1,0,H,18,7,3,3,11,13,11,5,2,4,0,0
152,P1,26/01/2023,20:15,Pacos Ferreira,Benfica,0,2,A,0,2,A,12,13,3,6,15,19,1,10,0,2,0,0
153,P1,29/01/2023,15:30,Casa Pia,Santa Clara,2,1,H,0,0,D,19,6,8,3,12,20,8,3,5,4,0,0
154,P1,29/01/2023,15:30,Vizela,Rio Ave,3,1,H,0,1,A,12,13,7,2,14,15,3,8,4,2,0,1
155,P1,29/01/2023,18:00,Boavista,Portimonense,4,2,H,0,0,D,18,7,10,3,10,15,7,6,2,2,0,0
156,P1,29/01/2023,20:30,Famalicao,Estoril,1,0,H,0,0,D,16,16,6,6,15,14,5,7,3,4,0,0
157,P1,30/01/2023,20:15,Guimaraes,Chaves,2,1,H,1,0,H,18,16,6,4,19,10,7,6,3,3,0,0
158,P1,31/01/2023,19:00,Pacos Ferreira,Gil Vicente,2,1,H,1,0,H,21,10,8,4,14,12,11,12,2,2,0,0
159,P1,31/01/2023,21:15,Arouca,Benfica,0,3,A,0,1,A,6,5,0,3,10,11,3,3,3,1,0,0
160,P1,01/02/2023,19:00,Maritimo,Porto,0,2,A,0,0,D,10,9,2,4,28,15,5,1,6,3,1,1
161,P1,01/02/2023,21:15,Sp Lisbon,Sp Braga,5,0,H,1,0,H,22,4,9,4,13,13,10,1,1,2,0,1
162,P1,04/02/2023,15:30,Santa Clara,Boavista,2,2,D,0,1,A,11,6,3,4,13,12,7,7,2,3,0,0
163,P1,04/02/2023,18:00,Benfica,Casa Pia,3,0,H,2,0,H,16,7,5,0,16,7,4,4,0,1,0,0
164,P1,04/02/2023,20:30,Estoril,Guimaraes,0,1,A,0,1,A,15,12,4,3,15,23,4,5,1,1,0,0
165,P1,05/02/2023,15:30,Chaves,Maritimo,2,1,H,2,1,H,5,15,5,3,19,12,3,6,6,5,0,0
166,P1,05/02/2023,15:30,Sp Braga,Famalicao,4,1,H,1,0,H,14,6,4,1,16,9,6,2,3,3,0,0
167,P1,05/02/2023,18:00,Porto,Vizela,2,0,H,1,0,H,15,10,4,3,15,9,7,5,2,2,0,0
168,P1,05/02/2023,20:30,Gil Vicente,Arouca,1,1,D,1,1,D,17,12,7,6,14,10,13,4,2,3,0,0
169,P1,06/02/2023,19:00,Portimonense,Pacos Ferreira,1,0,H,0,0,D,15,8,3,4,15,16,10,2,1,3,0,1
170,P1,06/02/2023,21:15,Rio Ave,Sp Lisbon,0,1,A,0,0,D,5,8,1,1,10,14,4,2,1,3,0,0
171,P1,09/02/2023,18:00,Estoril,Boavista,2,1,H,0,1,A,27,5,13,4,13,15,11,0,2,2,0,1
172,P1,10/02/2023,20:15,Vizela,Chaves,0,0,D,0,0,D,15,15,4,5,14,15,5,6,3,3,0,0
173,P1,11/02/2023,18:00,Arouca,Santa Clara,1,0,H,0,0,D,9,4,4,0,18,11,3,3,2,4,0,0
174,P1,11/02/2023,20:30,Guimaraes,Portimonense,1,0,H,1,0,H,9,8,4,3,19,13,5,2,2,2,0,0
175,P1,12/02/2023,15:30,Famalicao,Gil Vicente,0,1,A,0,0,D,16,16,3,3,17,24,4,6,1,6,0,0
176,P1,12/02/2023,18:00,Sp Lisbon,Porto,1,2,A,0,0,D,15,10,5,3,11,12,8,4,4,1,0,0
177,P1,12/02/2023,20:30,Maritimo,Sp Braga,1,2,A,1,2,A,18,9,6,3,10,15,5,5,3,3,1,0
178,P1,13/02/2023,19:00,Rio Ave,Estoril,2,0,H,0,0,D,10,16,3,3,26,15,2,9,4,2,0,0
179,P1,13/02/2023,21:15,Boavista,Casa Pia,0,0,D,0,0,D,10,6,3,2,10,13,7,3,3,2,1,0
180,P1,17/02/2023,20:15,Gil Vicente,Vizela,1,1,D,0,0,D,16,13,6,4,16,11,10,2,5,4,1,0
181,P1,18/02/2023,18:00,Estoril,Pacos Ferreira,1,3,A,0,2,A,13,17,4,5,16,19,5,7,0,3,0,0
182,P1,18/02/2023,18:00,Portimonense,Maritimo,2,1,H,0,1,A,11,8,3,2,19,20,8,1,3,3,0,0
183,P1,18/02/2023,20:30,Porto,Rio Ave,1,0,H,1,0,H,14,11,4,4,19,17,8,2,2,3,0,0
184,P1,19/02/2023,15:30,Santa Clara,Famalicao,1,3,A,0,0,D,16,17,7,7,22,19,3,6,2,3,1,1
185,P1,19/02/2023,18:00,Sp Braga,Arouca,2,0,H,1,0,H,7,13,4,3,14,10,4,3,1,4,0,0
186,P1,19/02/2023,20:30,Casa Pia,Guimaraes,0,0,D,0,0,D,11,9,2,0,16,12,3,4,3,2,0,0
187,P1,20/02/2023,19:00,Chaves,Sp Lisbon,2,3,A,1,1,D,13,16,5,8,13,16,4,4,2,3,0,0
188,P1,20/02/2023,21:15,Benfica,Boavista,3,1,H,0,0,D,18,5,10,2,11,13,8,5,1,5,0,0
189,P1,24/02/2023,20:15,Famalicao,Portimonense,1,0,H,0,0,D,21,17,6,7,20,16,7,8,1,3,1,0
190,P1,25/02/2023,15:30,Arouca,Casa Pia,2,0,H,0,0,D,9,11,3,3,11,12,1,11,2,4,0,1
191,P1,25/02/2023,18:00,Maritimo,Santa Clara,3,1,H,0,1,A,26,11,7,6,9,19,9,4,3,5,0,0
192,P1,25/02/2023,20:30,Vizela,Benfica,0,2,A,0,1,A,9,11,3,6,14,10,6,5,4,2,1,0
193,P1,26/02/2023,15:30,Rio Ave,Chaves,1,0,H,0,0,D,10,11,3,6,17,12,4,8,5,3,0,0
194,P1,26/02/2023,18:00,Pacos Ferreira,Boavista,1,3,A,0,1,A,15,12,6,4,17,19,9,10,4,7,0,0
195,P1,26/02/2023,20:30,Porto,Gil Vicente,1,2,A,1,2,A,11,9,4,4,9,8,3,0,5,5,2,0
196,P1,27/02/2023,19:00,Sp Lisbon,Estoril,2,0,H,1,0,H,17,3,8,0,9,6,14,5,0,0,0,0
197,P1,27/02/2023,21:15,Guimaraes,Sp Braga,2,1,H,2,0,H,9,13,2,4,16,13,3,5,6,4,1,2
198,P1,03/03/2023,19:00,Boavista,Arouca,0,0,D,0,0,D,10,8,2,1,8,18,6,1,2,5,0,0
199,P1,03/03/2023,21:15,Benfica,Famalicao,2,0,H,1,0,H,19,7,7,0,13,13,7,2,1,3,0,0
200,P1,04/03/2023,15:30,Estoril,Vizela,0,3,A,0,2,A,10,6,2,3,11,15,8,0,3,0,0,0
201,P1,04/03/2023,18:00,Portimonense,Sp Lisbon,0,1,A,0,0,D,6,21,4,7,10,15,3,7,4,2,0,0
202,P1,04/03/2023,20:30,Chaves,Porto,1,3,A,0,2,A,13,13,4,5,19,19,4,8,9,5,2,0
203,P1,05/03/2023,15:30,Gil Vicente,Maritimo,2,0,H,1,0,H,11,19,5,6,16,11,12,8,3,3,0,0
204,P1,05/03/2023,18:00,Santa Clara,Guimaraes,1,3,A,0,3,A,16,11,5,6,16,9,7,6,3,2,0,0
205,P1,05/03/2023,20:30,Sp Braga,Rio Ave,2,0,H,1,0,H,21,10,11,4,9,9,9,4,1,0,0,0
206,P1,06/03/2023,20:15,Casa Pia,Pacos Ferreira,2,1,H,0,1,A,9,14,4,2,14,20,4,2,3,2,0,0
207,P1,10/03/2023,20:15,Porto,Estoril,3,2,H,2,1,H,12,9,5,3,22,11,6,3,3,5,0,1
208,P1,11/03/2023,15:30,Chaves,Portimonense,2,0,H,1,0,H,13,19,8,2,11,11,3,7,5,1,1,0
209,P1,11/03/2023,15:30,Pacos Ferreira,Santa Clara,1,0,H,0,0,D,15,11,4,4,15,13,9,2,5,6,0,0
210,P1,11/03/2023,18:00,Guimaraes,Arouca,0,2,A,0,0,D,25,9,8,4,8,7,12,0,3,3,0,0
211,P1,11/03/2023,20:30,Vizela,Sp Braga,0,4,A,0,1,A,13,13,1,7,7,10,3,3,2,2,0,0
212,P1,12/03/2023,15:30,Rio Ave,Gil Vicente,2,1,H,2,0,H,14,17,5,6,10,13,3,11,5,3,1,0
